"MIA","1092.1678"
"ORD","733.4989"
"DFW","1384.4891"
"SJU","1598.0000"
"MCO","944.0000"
"FLL","1069.0000"
"LAX","2472.8725"
"SFO","2586.0000"
"BOS","187.0000"
"STL","888.0000"
"STT","1623.0000"
"EGE","1747.0000"
"LAS","2248.0000"
"AUS","1521.0000"
"SAN","2446.0000"
"SEA","2422.0000"
"TPA","1005.0000"
